I
1000 Generated by WorldEditor

1     83 1 0 EGLL London Heathrow MH
100 49.99 1 1 0.25 1 3 1 09R  51.46467738 -000.48657514  305    0 5 4 1 0 27L  51.46485512 -000.43393256    0    0 5 4 1 0
100 49.99 1 1 0.25 1 3 1 09L  51.47738838 -000.48913054  309    0 5 4 1 0 27R  51.47757812 -000.43292116    0    0 5 4 1 0
14  51.47169025 -000.46545285 200.13 0 Heathrow Tower
15  51.47409356 -000.48957995 181.21 501
15  51.47421182 -000.48891001 179.08 502
15  51.47418301 -000.48810807 180.56 503
15  51.47419067 -000.48757424 181.41 505
15  51.47401231 -000.48611905 272.50 508
15  51.47364331 -000.48608146 272.50 509
15  51.46847476 -000.48196985  89.50 510
15  51.47314226 -000.48604400 272.50 511
15  51.47272346 -000.48593251 272.50 512
15  51.47233986 -000.48591361 272.50 513
15  51.47189366 -000.48592256 272.50 514
15  51.47149831 -000.48590279 272.50 515
15  51.47120206 -000.48592334 272.50 516
15  51.47049867 -000.48593662 272.50 517
15  51.46992872 -000.48593085 272.49 518
15  51.46927646 -000.48645356   0.00 520
15  51.46926489 -000.48712235   0.00 521
15  51.46925732 -000.48785971   0.00 522
15  51.46927037 -000.48846222   0.00 523
15  51.47314453 -000.48212820  89.50 532
15  51.47247529 -000.48205705  89.50 533
15  51.47180948 -000.48204700  89.50 534
15  51.47115567 -000.48200730  89.50 535
15  51.47048457 -000.48200861  89.50 536
15  51.46982239 -000.48200865  89.50 537
15  51.46913426 -000.48196221  89.50 538
15  51.46914645 -000.48026429 272.50 542
15  51.46978725 -000.48031959 272.50 543
15  51.47055608 -000.48033263 272.50 544
15  51.47114472 -000.48028069 272.50 545
15  51.47200070 -000.48032232 272.50 546
15  51.47308581 -000.48035540 272.50 547
15  51.46850625 -000.47730185  89.50 552
15  51.46919889 -000.47700507  89.50 553
15  51.46981067 -000.47704614  89.50 554
15  51.47052531 -000.47705014  89.50 555
15  51.47121131 -000.47698100  89.50 556
15  51.47187225 -000.47729585  89.50 557
15  51.47222978 -000.47707783  89.50 558
15  51.47318525 -000.47730485  89.50 559
15  51.47385594 -000.47507107 272.50 562
15  51.47292222 -000.47501263 272.50 563
15  51.47212042 -000.47505700 272.50 564
15  51.47128086 -000.47510376 272.50 565
15  51.47054370 -000.47518020 272.50 566
15  51.46980206 -000.47502663 272.50 567
15  51.46854525 -000.47535485 272.50 568
15  51.46239425 -000.46094585 180.81 Cargo Ramp 210
15  51.46233925 -000.46327685 180.43 Cargo Ramp 211
15  51.46179225 -000.46740185 177.45 Cargo Ramp 212
15  51.46228125 -000.46434385 180.01 Cargo Ramp 213
15  51.46241025 -000.45852385 180.00 Cargo Ramp 26
15  51.46179925 -000.46640485 180.00 Cargo Ramp 27
15  51.46021525 -000.47346085 230.00 Cargo Ramp 30
15  51.46111925 -000.47344685 230.00 Cargo Ramp 41
15  51.46204025 -000.47346085 230.00 Cargo Ramp 42
15  51.46238325 -000.46212885 180.00 Cargo Ramp 44
15  51.46239125 -000.45972285 180.00 Cargo Ramp 45
15  51.46949725 -000.46457985  50.00 G108
15  51.47035425 -000.46075185  77.36 G138
15  51.47375725 -000.44335385 349.62 G152
15  51.47065525 -000.42579085  72.78 British Airways Engineering - 12
15  51.47026225 -000.42550385  72.78 British Airways Engineering - 13
15  51.46980325 -000.42525785  72.78 British Airways Engineering - 14
15  51.46120225 -000.45082785 310.00 GA Ramp 147
15  51.46942925 -000.42502985  72.78 British Airways Engineering - 15
15  51.47002625 -000.44643085  39.21 GA Ramp 156
15  51.46904825 -000.42482085  72.78 British Airways Engineering - 16
15  51.46852325 -000.42986485 218.81 GA Ramp 17
15  51.46895725 -000.43013985 211.29 GA Ramp 19
15  51.47499625 -000.42524485  28.66 British Airways Engineering - 199
15  51.46933225 -000.43036785 211.29 GA Ramp 20
15  51.47492525 -000.42261285  18.30 British Airways Engineering - 201
15  51.47404025 -000.42929585 160.68 Virgin Atlantic Engineering - 205
15  51.47368725 -000.42975385 116.51 Virgin Atlantic Engineering - 206
15  51.47329125 -000.43012585 107.96 Virgin Atlantic Engineering - 207
15  51.46967625 -000.43059085 211.29 GA Ramp 21
15  51.47002525 -000.43083885 211.29 GA Ramp 22
15  51.47336625 -000.41815885  47.00 British Airways Engineering - 232
15  51.47223925 -000.41664385  47.00 British Airways Engineering - 234
15  51.47062525 -000.41856785 196.43 GA Ramp 237
15  51.47306925 -000.42129485 262.93 GA Ramp 239
15  51.46219425 -000.44080685 294.56 Terminal 3 - Stand 331
15  51.47428725 -000.46605285 116.47 Terminal 3 - Stand 338
15  51.47367225 -000.45908085  55.04 Terminal 3 - Stand 352
15  51.47418025 -000.45970385  55.99 Terminal 3 - Stand 354
15  51.46067525 -000.45156885 310.00 GA Ramp 40
15  51.45799525 -000.44841885 330.00 Terminal 4 - Stand 401
15  51.46100525 -000.43880785 180.00 Terminal 4 - Stand 430
15  51.46101225 -000.43774885 180.00 Terminal 4 - Stand 432
15  51.45835025 -000.45480585 270.00 Terminal 4 - Stand 451
15  51.45902225 -000.45482585 270.00 Terminal 4 - Stand 452
15  51.45970925 -000.45475985 270.00 Terminal 4 - Stand 453
15  51.46064925 -000.45505585 234.30 Terminal 4 - Stand 454
15  51.46122425 -000.45556985 234.27 Terminal 4 - Stand 455
15  51.46174325 -000.45613985 230.00 Terminal 4 - Stand 456
15  51.47491225 -000.41993285  20.14 British Airways Engineering - 46
15  51.45758525 -000.45188285 127.14 Terminal 4 - Stand 461
15  51.45721925 -000.45125285  59.73 Terminal 4 - Stand 463
15  51.47335025 -000.45864685  55.04 Terminal 4 - Stand 464
15  51.47441833 -000.48546057 272.50 Terminal 5 - Stand 506
15  51.47378767 -000.48543407 272.50 Terminal 5 - Stand 507
15  51.46924336 -000.48573859   0.00 Terminal 5 - Stand 519
15  51.46764725 -000.48835585 180.00 Terminal 5 - Stand 524
15  51.46764025 -000.48779085 180.00 Terminal 5 - Stand 525
15  51.46764525 -000.48595485 180.00 Terminal 5 - Stand 526
15  51.46764825 -000.48534085 180.00 Terminal 5 - Stand 527
15  51.47413825 -000.48211985  89.50 Terminal 5 - Stand 531
15  51.46846131 -000.48032069 272.50 Terminal 5 - Stand 541
15  51.47438129 -000.48049754 272.50 Terminal 5 - Stand 548
15  51.47204625 -000.42074385 217.97 Terminal 5 - Stand 550
15  51.46798725 -000.47699085  89.50 Terminal 5 - Stand 551
15  51.47416525 -000.47717385  89.50 Terminal 5 - Stand 560
15  51.47415825 -000.47556085 272.50 Terminal 5 - Stand 561
15  51.46979725 -000.47164985  89.50 Terminal 5 - Stand 575
15  51.46906025 -000.47164185  89.22 Terminal 5 - Stand 576
15  51.46827625 -000.47194185   0.00 Terminal 5 - Stand 581
15  51.46833125 -000.47080985   0.00 Terminal 5 - Stand 582
15  51.46827825 -000.46968685   0.00 Remote Stand 583
15  51.46978525 -000.46977085 270.00 Remote Stand 590
15  51.47121225 -000.46992685 270.00 Remote Stand 591
15  51.47167625 -000.46992385 270.00 Remote Stand 592
15  51.47359425 -000.46923085 259.50 Remote Stand 594
15  51.47395225 -000.46944885 259.47 Remote Stand 595
15  51.47431525 -000.46969885 259.47 Remote Stand 596
15  51.47378971 -000.48040213 272.50 Stand L548
15  51.46831836 -000.47503909 272.50 Stand L568
15  51.46907125 -000.46977985 270.00 Remote Stand L590
15  51.47046725 -000.46974285 270.00 Remote Stand R590
15  51.47414625 -000.44523985 148.05 Terminal 1 - L125
15  51.47464725 -000.44363085 143.95 Terminal 1 - L127
15  51.47458125 -000.45773385 180.00 Terminal 1 - L192
15  51.46850225 -000.44775285 312.77 Terminal 2 - L209
15  51.46893925 -000.45446685  50.00 Terminal 2 - L212
15  51.47093625 -000.46115885  50.00 L25
15  51.46998200 -000.47999703 272.50 L544
15  51.47098000 -000.48003750 272.50 L545
15  51.47186473 -000.48002275 272.50 L546
15  51.47291588 -000.47971556 272.50 L547
15  51.47367225 -000.44610285 144.28 Terminal 1 - R125
15  51.47424625 -000.44472785 172.75 Terminal 1 - R127
15  51.47448025 -000.45890085 180.00 Terminal 1 - R192
15  51.46910725 -000.44786685 220.03 Terminal 2 - R209
15  51.46775725 -000.45212385  36.91 Terminal 2 - R212
15  51.47041969 -000.47998240 272.50 R544
15  51.47142511 -000.48019768 272.50 R545
15  51.47231473 -000.48007242 272.50 R546
15  51.47351895 -000.47973012 272.50 R547
15  51.46915486 -000.47506269 272.50 R568
18  51.47168925 -000.46545385 1 Beacon
19  51.46374525 -000.47771285 1 Windsock
19  51.47630225 -000.47589185 1 Windsock
19  51.46702425 -000.43979285 1 Windsock
19  51.47570525 -000.43946885 1 Windsock
50 12185 ATIS
50 12807 ATIS
52 12197 PRE TAXI CLNC
53 12170 GND
53 12190 GND
54 11850 TWR
54 11870 TWR
54 12447 TWR
55 11972 APP
55 12040 APP
55 12562 APP
55 12752 APP
55 13497 APP
1200 
1201  51.46879479 -000.48345672 both 0 AI_stop
1201  51.46960926 -000.48352804 both 1 AI_stop
1201  51.47052740 -000.48357558 both 2 AI_stop
1201  51.47107532 -000.48352804 both 3 AI_stop
1201  51.47178613 -000.48357558 both 4 AI_stop
1201  51.47246733 -000.48355181 both 5 AI_stop
1201  51.47313372 -000.48357558 both 6 AI_stop
1201  51.47390377 -000.48355181 both 7 AI_stop
1201  51.47486633 -000.48350427 both 8 AI_stop
1201  51.46743239 -000.47344944 both 9 AI_stop
1201  51.46852823 -000.47352075 both 10 AI_stop
1201  51.46909096 -000.47349698 both 11 AI_stop
1201  51.46990543 -000.47349698 both 12 AI_stop
1201  51.47070510 -000.47359206 both 13 AI_stop
1201  51.47166766 -000.47361583 both 14 AI_stop
1201  51.47243771 -000.47366337 both 15 AI_stop
1201  51.47317814 -000.47368715 both 16 AI_stop
1201  51.47425917 -000.47363960 both 17 AI_stop
1201  51.47492556 -000.47349698 both 18 AI_stop
1201  51.46736641 -000.48346999 both 19 AI_stop
